  -90 37 5     0 37 10
  -90     0   -74.31    18.01
  -90    10   -74.31    18.01
  -90    20   -74.31    18.01
  -90    30   -74.31    18.01
  -90    40   -74.31    18.01
  -90    50   -74.31    18.01
  -90    60   -74.31    18.01
  -90    70   -74.31    18.01
  -90    80   -74.31    18.01
  -90    90   -74.31    18.01
  -90   100   -74.31    18.01
  -90   110   -74.31    18.01
  -90   120   -74.31    18.01
  -90   130   -74.31    18.01
  -90   140   -74.31    18.01
  -90   150   -74.31    18.01
  -90   160   -74.31    18.01
  -90   170   -74.31    18.01
  -90   180   -74.31    18.01
  -90   190   -74.31    18.01
  -90   200   -74.31    18.01
  -90   210   -74.31    18.01
  -90   220   -74.31    18.01
  -90   230   -74.31    18.01
  -90   240   -74.31    18.01
  -90   250   -74.31    18.01
  -90   260   -74.31    18.01
  -90   270   -74.31    18.01
  -90   280   -74.31    18.01
  -90   290   -74.31    18.01
  -90   300   -74.31    18.01
  -90   310   -74.31    18.01
  -90   320   -74.31    18.01
  -90   330   -74.31    18.01
  -90   340   -74.31    18.01
  -90   350   -74.31    18.01
  -90   360   -74.31    18.01
  -85     0   -71.12    29.37
  -85    10   -71.73    31.21
  -85    20   -72.40    32.93
  -85    30   -73.14    34.32
  -85    40   -73.93    35.35
  -85    50   -74.75    35.91
  -85    60   -75.59    35.95
  -85    70   -76.41    35.36
  -85    80   -77.20    34.04
  -85    90   -77.91    31.92
  -85   100   -78.51    28.97
  -85   110   -78.96    25.25
  -85   120   -79.21    20.96
  -85   130   -79.26    16.40
  -85   140   -79.09    11.95
  -85   150   -78.72     7.98
  -85   160   -78.17     4.72
  -85   170   -77.49     2.29
  -85   180   -76.71     0.69
  -85   190   -75.86   359.85
  -85   200   -74.99   359.68
  -85   210   -74.13     0.08
  -85   220   -73.28     0.91
  -85   230   -72.48     2.11
  -85   240   -71.74     3.56
  -85   250   -71.10     5.30
  -85   260   -70.55     7.22
  -85   270   -70.11     9.29
  -85   280   -69.77    11.47
  -85   290   -69.55    13.72
  -85   300   -69.45    16.02
  -85   310   -69.46    18.35
  -85   320   -69.58    20.68
  -85   330   -69.82    22.98
  -85   340   -70.16    25.21
  -85   350   -70.60    27.36
  -85   360   -71.12    29.37
  -80     0   -67.67    37.13
  -80    10   -68.67    40.70
  -80    20   -69.80    44.10
  -80    30   -71.04    47.28
  -80    40   -72.37    50.23
  -80    50   -73.81    52.82
  -80    60   -75.35    54.81
  -80    70   -76.98    55.99
  -80    80   -78.65    56.03
  -80    90   -80.32    54.37
  -80   100   -81.90    50.01
  -80   110   -83.24    41.59
  -80   120   -84.11    27.99
  -80   130   -84.25    10.98
  -80   140   -83.62   355.78
  -80   150   -82.41   345.70
  -80   160   -80.89   340.28
  -80   170   -79.22   338.06
  -80   180   -77.50   337.92
  -80   190   -75.78   339.06
  -80   200   -74.10   341.08
  -80   210   -72.48   343.66
  -80   220   -70.97   346.56
  -80   230   -69.59   349.71
  -80   240   -68.35   353.05
  -80   250   -67.26   356.51
  -80   260   -66.35     0.06
  -80   270   -65.62     3.65
  -80   280   -65.09     7.28
  -80   290   -64.77    10.94
  -80   300   -64.65    14.64
  -80   310   -64.73    18.37
  -80   320   -65.00    22.13
  -80   330   -65.44    25.91
  -80   340   -66.04    29.70
  -80   350   -66.79    33.45
  -80   360   -67.67    37.13
  -75     0   -64.22    42.53
  -75    10   -65.48    47.53
  -75    20   -66.85    52.47
  -75    30   -68.37    57.31
  -75    40   -70.03    62.04
  -75    50   -71.86    66.64
  -75    60   -73.79    71.21
  -75    70   -75.93    75.60
  -75    80   -78.23    79.80
  -75    90   -80.66    83.73
  -75   100   -83.20    87.03
  -75   110   -85.79    88.57
  -75   120   -88.36    79.61
  -75   130   -88.70   315.41
  -75   140   -86.16   301.26
  -75   150   -83.59   302.62
  -75   160   -81.06   306.21
  -75   170   -78.60   310.61
  -75   180   -76.23   315.41
  -75   190   -73.95   320.42
  -75   200   -71.75   325.62
  -75   210   -69.70   330.56
  -75   220   -67.79   335.53
  -75   230   -66.03   340.49
  -75   240   -64.44   345.39
  -75   250   -63.04   350.22
  -75   260   -61.86   354.97
  -75   270   -60.93   359.64
  -75   280   -60.28     4.25
  -75   290   -59.92     8.84
  -75   300   -59.85    13.44
  -75   310   -60.06    18.09
  -75   320   -60.52    22.82
  -75   330   -61.20    27.64
  -75   340   -62.06    32.55
  -75   350   -63.07    37.53
  -75   360   -64.22    42.53
  -70     0   -60.86    46.55
  -70    10   -62.29    52.69
  -70    20   -63.80    58.84
  -70    30   -65.44    65.00
  -70    40   -67.21    71.17
  -70    50   -69.18    77.47
  -70    60   -71.34    84.03
  -70    70   -73.64    91.06
  -70    80   -76.15    99.07
  -70    90   -78.77   108.76
  -70   100   -81.38   121.71
  -70   110   -83.75   141.52
  -70   120   -85.32   174.93
  -70   130   -85.15   217.59
  -70   140   -83.40   248.21
  -70   150   -81.01   266.78
  -70   160   -78.44   279.60
  -70   170   -75.84   289.75
  -70   180   -73.30   298.57
  -70   190   -70.83   306.57
  -70   200   -68.44   313.77
  -70   210   -66.17   320.61
  -70   220   -64.03   327.18
  -70   230   -62.03   333.52
  -70   240   -60.20   339.64
