360.192441	5.669954
359.885005	5.515063
359.608079	5.360171
359.342886	5.195893
359.112896	5.151303
358.737403	5.062123
358.582512	5.008146
358.439355	4.874377
358.263342	4.775809
358.063861	4.686630
357.801016	4.787544
357.589800	4.874377
357.404401	4.930701
357.228388	4.951822
nan nan
357.228388	4.951822
357.139208	4.963556
356.996051	4.975290
356.698003	5.052736
356.388221	5.106713
356.167618	5.184159
355.761616	5.163037
355.320411	5.106713
354.801760	5.041002
354.658603	5.008146
354.569424	5.017534
354.414533	4.984678
354.151687	4.918966
353.919350	4.796931
353.776193	4.754688
353.555591	4.677242
353.356110	4.599797
353.212953	4.543473
353.126120	4.489496
352.893783	4.388582
352.706037	4.278280
352.508902	4.257159
nan nan
352.508902	4.257159
352.476047	4.245425
352.264832	4.334604
351.835361	4.489496
351.516191	4.588063
351.164166	4.808665
350.887239	5.008146
350.535214	5.339050
350.192576	5.681688
nan nan
350.192576	5.681688
349.995442	5.845966
349.795961	5.989123
349.587093	6.078303
349.476791	6.132280
349.354756	6.254316
349.199865	6.364617
349.113032	6.385738
348.990997	6.409207
348.904164	6.496040
348.847840	6.507774
348.814984	6.561751
348.803250	6.594607
348.847840	6.606341
348.868961	6.639197
348.836105	6.672052
348.692949	6.761232
348.648359	6.803475
nan nan
348.648359	6.803475
348.538057	6.892655
348.209500	7.047546
347.878597	7.178969
347.700237	7.256414
347.657994	7.322126
347.634526	7.453548
347.437392	7.641295
347.294235	7.728128
347.226177	7.805574
347.205055	8.035563
347.094754	8.122396
346.963331	8.122396
346.930475	8.265553
346.951597	8.364120
347.029042	8.474422
347.017308	8.495543
346.918741	8.551867
346.885885	8.692677
346.907007	8.802979
346.885885	8.856956
346.829561	8.922667
346.820174	9.011847
nan nan
346.820174	9.011847
346.808440	9.021234
346.752116	9.176125
346.674670	9.262958
346.608959	9.361525
346.477536	9.481214
346.444680	9.612637
346.346113	9.678348
346.245199	9.798037
346.080921	9.938847
345.970620	9.971702
nan nan
347.568814	7.498138
347.547693	7.486404
347.458513	7.530994
347.348212	7.486404
347.237911	7.486404
347.294235	7.408959
347.413923	7.366715
347.514837	7.376103
347.568814	7.498138
nan nan
310.082817	-0.018775
310.225974	0.004694
310.237708	0.136116
310.136794	0.225296
nan nan
309.972516	0.957509
310.049961	1.056076
310.026493	1.213314
310.038227	1.300147
310.115673	1.478506
310.136794	1.731964
nan nan
300.291821	8.277287
300.226109	8.310143
300.094687	8.462687
nan nan
